occupation_type,signup_goal,plan_type,signup_discount_used,avg_quiz_score,video_replay_count,course_completion_rate,days_since_last_login,engagement_trend,hands_on_exercises_completed,project_submissions,forum_posts,goal_progress_score,peer_completion_percentile,tenure_months,payment_failures,support_tickets_raised,satisfaction_score,churned,days_to_churn,monthly_price,clv
Student,Certification,Monthly,Yes,71.3,1,63.0,15,-1,0,0,0,52.6,49.0,9,0,0,4,0,,15,150
Career Switcher,Certification,Monthly,Yes,65.0,6,23.3,2,0,2,0,3,61.4,7.5,0,0,1,2,1,13.0,15,15
Working Professional,Certification,Monthly,Yes,65.0,3,88.1,4,1,13,5,0,82.4,86.6,4,2,0,4,0,,15,75
Career Switcher,Get a Job,Annual,No,71.2,3,90.8,0,0,10,3,1,94.1,89.1,6,1,0,5,0,,10,70
Career Switcher,Get a Job,Monthly,No,70.6,5,57.4,8,-1,1,0,0,0.0,40.4,2,0,3,3,1,45.0,15,45
Student,Get a Job,Annual,No,81.4,2,77.0,9,0,7,1,1,27.4,71.2,1,0,0,3,0,,10,20
Career Switcher,Get a Job,Annual,No,68.2,2,55.5,20,0,4,1,0,37.1,38.3,5,0,1,3,0,,10,60
Working Professional,Certification,Monthly,Yes,64.8,5,72.9,17,-1,8,3,1,82.3,64.3,3,1,0,4,1,53.0,15,60
Working Professional,Certification,Monthly,Yes,67.3,2,64.1,3,1,4,1,3,34.1,50.5,1,1,0,3,0,,15,30
Student,Hobby,Monthly,No,59.3,3,59.8,1,0,7,4,1,89.2,44.4,1,1,1,4,0,,15,30
Working Professional,Get a Job,Annual,No,64.6,8,82.6,1,1,10,4,4,100.0,79.8,5,0,0,4,0,,10,60
Student,Hobby,Monthly,No,100.0,1,97.0,34,-1,5,0,0,50.9,94.7,1,1,3,4,1,130.0,15,30
Working Professional,Certification,Monthly,Yes,56.3,2,35.8,11,1,5,2,4,45.5,15.8,22,0,0,2,0,,15,345
Working Professional,Certification,Monthly,Yes,65.8,1,72.7,0,0,12,1,0,38.3,64.1,11,1,0,4,0,,15,180
Working Professional,Get a Job,Annual,Yes,64.2,3,78.0,1,0,10,2,1,68.8,72.8,3,0,0,4,0,,10,40
Career Switcher,Hobby,Monthly,Yes,66.3,3,60.6,6,0,2,1,1,73.3,45.6,2,0,0,4,0,,15,45
Working Professional,Get a Job,Monthly,Yes,65.0,1,67.0,2,1,4,2,1,47.3,54.7,16,2,0,4,0,,15,255
Student,Get a Job,Annual,No,74.2,5,48.9,16,-1,2,1,1,38.0,29.9,4,1,2,3,1,42.0,10,50
Student,Get a Job,Annual,No,44.3,5,6.9,8,1,0,1,1,42.3,1.4,15,0,0,2,0,,10,160
Student,Certification,Annual,No,85.6,2,100.0,9,-1,7,1,0,24.1,98.2,10,1,1,5,0,,10,110
Student,Certification,Monthly,Yes,79.5,0,59.9,6,0,8,3,0,90.3,44.6,0,0,0,4,0,,15,15
Student,Get a Job,Annual,No,51.4,3,88.6,2,0,12,2,0,81.1,87.3,13,0,0,4,0,,10,140
Student,Get a Job,Annual,Yes,36.0,6,24.0,8,-1,1,0,1,16.6,7.9,6,2,3,2,1,5.0,10,70
Career Switcher,Get a Job,Monthly,No,55.3,3,79.9,12,0,12,2,1,65.7,76.3,9,0,1,3,0,,15,150
Working Professional,Certification,Annual,Yes,66.4,1,55.5,4,1,6,0,1,18.7,38.3,1,0,0,4,0,,10,20
Student,Certification,Monthly,Yes,100.0,1,94.1,7,1,6,0,3,22.6,92.5,0,0,0,4,0,,15,15
Working Professional,Certification,Annual,No,78.1,0,86.7,18,-1,14,3,1,65.3,85.0,3,3,1,4,0,,10,40
Student,Get a Job,Monthly,Yes,42.9,8,15.0,1,1,1,0,3,1.2,3.7,1,0,0,2,0,,15,30
Working Professional,Certification,Annual,No,59.7,0,57.7,7,0,2,0,2,26.4,41.1,4,0,0,4,1,202.0,10,50
Working Professional,Certification,Monthly,Yes,69.2,2,52.1,4,1,5,0,3,34.6,33.9,0,0,0,4,0,,15,15
Working Professional,Hobby,Annual,No,73.8,6,67.9,12,-1,5,1,0,37.1,56.1,18,1,1,4,0,,10,190
Working Professional,Hobby,Monthly,No,50.3,2,57.8,0,1,5,1,5,44.8,41.4,1,0,0,4,0,,15,30
Career Switcher,Certification,Annual,Yes,68.0,4,60.7,11,0,4,1,0,49.8,45.8,11,0,1,4,0,,10,120
Career Switcher,Get a Job,Annual,Yes,59.2,2,34.5,1,0,2,0,1,0.0,14.6,22,0,0,2,0,,10,230
Working Professional,Get a Job,Monthly,No,53.4,7,29.4,0,-1,1,0,0,19.5,11.2,1,0,2,2,1,5.0,15,30
Working Professional,Certification,Annual,Yes,73.9,7,56.4,12,0,6,2,2,63.2,39.3,3,0,2,3,0,,10,40
Working Professional,Certification,Annual,No,81.6,1,82.7,10,-1,7,2,2,63.4,79.8,10,0,1,5,0,,10,110
Student,Certification,Monthly,Yes,82.6,1,64.2,22,-1,3,0,0,47.3,50.9,10,0,0,4,0,,15,165
Working Professional,Certification,Monthly,Yes,78.6,1,88.6,7,1,8,3,3,89.1,87.2,0,1,0,5,0,,15,15
Student,Hobby,Monthly,No,62.5,4,67.3,7,1,2,0,1,49.1,55.4,0,0,0,4,0,,15,15
Working Professional,Certification,Monthly,Yes,80.7,0,82.3,12,1,7,5,3,100.0,79.2,1,1,0,5,0,,15,30
Working Professional,Certification,Monthly,No,74.6,2,55.3,3,0,9,5,0,100.0,38.1,6,0,1,3,0,,15,105
Student,Certification,Monthly,Yes,72.0,3,29.7,0,0,2,0,3,21.3,11.4,0,0,0,2,1,63.0,15,15
Career Switcher,Get a Job,Monthly,Yes,60.8,2,29.3,2,0,2,0,0,0.4,11.1,7,0,1,3,1,112.0,15,120
Career Switcher,Get a Job,Annual,No,62.5,4,62.9,2,1,3,0,0,13.9,48.9,3,0,0,4,0,,10,40
Working Professional,Certification,Monthly,Yes,71.1,5,38.4,4,1,5,2,4,65.9,18.4,8,1,0,3,0,,15,135
Working Professional,Get a Job,Annual,No,100.0,2,68.6,28,1,6,0,3,11.4,57.4,12,0,0,3,0,,10,130
Career Switcher,Get a Job,Annual,Yes,74.5,2,60.6,16,0,4,1,0,21.6,45.6,12,0,1,3,0,,10,130
Student,Get a Job,Monthly,No,60.8,0,95.8,27,0,8,1,0,8.4,93.8,0,1,0,5,0,,15,15
Working Professional,Certification,Annual,No,57.5,5,47.1,65,1,5,5,3,100.0,27.7,23,0,0,4,0,,10,240
Student,Hobby,Monthly,Yes,62.6,2,96.0,5,0,4,3,2,42.5,94.2,7,0,0,5,0,,15,120
Working Professional,Certification,Annual,No,100.0,1,78.9,2,1,12,4,5,94.8,74.1,18,0,0,4,0,,10,190
Student,Hobby,Monthly,No,64.0,2,66.3,8,0,3,0,2,69.2,53.9,7,0,0,5,0,,15,120
Career Switcher,Get a Job,Monthly,Yes,83.6,1,94.4,21,-1,5,2,1,63.3,92.8,5,0,1,5,0,,15,90
Career Switcher,Get a Job,Annual,No,64.4,3,75.7,6,-1,8,3,0,80.6,68.8,10,0,3,2,0,,10,110
Student,Certification,Annual,No,73.9,4,61.8,7,0,8,4,1,74.3,47.5,1,1,1,2,0,,10,20
Working Professional,Certification,Annual,Yes,81.9,0,76.6,1,1,8,3,1,66.3,70.7,0,0,0,5,0,,10,10
Career Switcher,Hobby,Annual,No,61.4,2,71.6,5,1,8,3,1,69.4,62.5,0,0,1,3,0,,10,10
Working Professional,Certification,Monthly,Yes,60.4,1,63.5,4,0,3,2,2,76.1,49.8,15,0,1,3,0,,15,240
Career Switcher,Get a Job,Annual,No,94.9,1,73.5,4,1,10,2,3,61.4,65.1,19,2,0,5,0,,10,200
Working Professional,Certification,Monthly,No,84.8,0,100.0,21,-1,4,2,0,55.6,98.2,13,1,1,5,1,59.0,15,210
Working Professional,Hobby,Monthly,Yes,81.9,0,86.9,0,1,7,3,4,80.1,85.3,18,2,2,4,0,,15,285
Student,Get a Job,Annual,No,81.8,1,68.8,35,0,4,1,1,49.8,57.7,24,0,0,3,1,96.0,10,250
Student,Hobby,Monthly,Yes,76.9,0,67.0,0,1,4,2,5,64.7,54.8,5,0,0,3,0,,15,90
Working Professional,Certification,Monthly,Yes,100.0,0,100.0,29,-1,10,0,2,32.9,98.2,1,0,2,4,1,71.0,15,30
Working Professional,Certification,Annual,No,70.7,4,45.1,7,1,7,4,2,65.1,25.5,7,0,0,4,0,,10,80
Working Professional,Certification,Monthly,Yes,78.7,1,91.3,12,-1,8,7,0,100.0,90.0,3,0,1,5,0,,15,60
Working Professional,Certification,Annual,No,48.2,4,30.7,2,0,2,0,2,7.7,11.8,3,0,0,2,0,,10,40
Working Professional,Certification,Annual,Yes,57.6,2,69.4,10,0,1,1,1,42.1,58.8,10,0,0,5,1,88.0,10,110
Career Switcher,Certification,Annual,No,52.0,4,93.2,21,-1,4,0,0,17.5,91.9,0,0,2,4,0,,10,10
Career Switcher,Get a Job,Monthly,Yes,89.1,1,95.0,1,1,10,3,4,80.0,93.2,0,2,0,4,0,,15,15
Working Professional,Certification,Monthly,No,31.7,3,37.5,1,1,3,0,8,17.3,17.6,9,1,0,3,1,35.0,15,150
Career Switcher,Get a Job,Annual,Yes,64.0,7,51.1,3,1,0,2,1,52.4,32.9,2,0,0,4,0,,10,30
Working Professional,Get a Job,Monthly,No,25.1,3,15.0,1,0,0,0,0,0.0,3.7,3,0,1,2,1,65.0,15,60
Working Professional,Certification,Monthly,No,57.5,3,100.0,1,0,7,2,1,63.3,98.2,2,0,0,5,0,,15,45
Career Switcher,Get a Job,Annual,Yes,62.6,3,54.2,11,0,7,9,0,100.0,36.3,7,0,2,3,0,,10,80
Student,Get a Job,Monthly,Yes,90.8,0,78.4,2,0,13,2,2,60.7,73.4,1,0,2,3,0,,15,30
Student,Get a Job,Annual,No,75.9,3,84.3,10,1,10,1,3,38.6,81.9,10,0,1,4,0,,10,110
Career Switcher,Get a Job,Monthly,No,57.5,1,58.8,19,-1,4,3,0,89.7,42.7,20,0,3,3,0,,15,315
Working Professional,Certification,Annual,Yes,86.0,0,100.0,10,0,7,1,3,51.4,98.2,14,0,1,5,0,,10,150
Career Switcher,Get a Job,Annual,Yes,70.3,4,65.8,1,1,5,0,2,18.5,53.0,19,0,0,4,0,,10,200
Career Switcher,Get a Job,Monthly,Yes,70.6,3,28.8,8,0,0,0,1,21.9,10.7,22,1,0,3,0,,15,345
Student,Get a Job,Monthly,Yes,52.0,3,41.8,5,-1,6,2,0,75.8,21.5,3,0,3,1,1,113.0,15,60
Career Switcher,Certification,Annual,No,55.1,5,55.2,4,1,4,0,1,1.1,38.0,12,0,0,3,0,,10,130
Working Professional,Hobby,Monthly,No,57.6,5,75.5,3,1,10,1,4,57.0,68.6,5,0,0,4,0,,15,90
Working Professional,Certification,Annual,No,70.7,2,24.6,26,1,0,0,4,11.8,8.3,2,0,0,2,0,,10,30
Working Professional,Get a Job,Monthly,No,71.2,1,64.9,13,-1,3,0,0,24.1,52.0,10,0,3,3,0,,15,165
Career Switcher,Certification,Monthly,No,93.2,1,91.0,1,1,15,2,3,61.0,89.4,2,1,0,5,0,,15,45
Student,Hobby,Annual,No,75.8,1,93.2,6,-1,12,4,0,84.1,91.8,0,0,1,4,0,,10,10
Working Professional,Certification,Annual,Yes,29.4,5,23.8,3,-1,0,1,1,46.8,7.8,9,0,1,2,1,9.0,10,100
Working Professional,Get a Job,Annual,No,73.9,5,76.0,38,-1,8,2,1,62.1,69.5,2,0,6,2,0,,10,30
Working Professional,Certification,Annual,No,48.2,6,12.8,38,-1,1,0,0,54.7,3.1,2,2,2,2,1,53.0,10,30
Working Professional,Certification,Monthly,No,55.5,5,73.9,3,1,9,5,5,100.0,65.7,17,0,1,4,0,,15,270
Student,Certification,Monthly,Yes,57.8,1,53.8,4,1,7,5,0,100.0,35.9,1,0,0,3,0,,15,30
Student,Certification,Monthly,Yes,60.0,2,55.9,9,-1,0,2,1,57.1,38.6,11,1,1,3,0,,15,180
Working Professional,Certification,Monthly,Yes,49.4,3,25.5,6,0,2,0,1,0.0,8.7,3,0,0,2,1,335.0,15,60
Career Switcher,Get a Job,Annual,No,73.1,3,68.0,2,-1,6,0,0,17.5,56.4,17,0,1,4,0,,10,180
Student,Get a Job,Monthly,No,48.8,6,8.4,10,1,2,0,5,0.0,2.0,4,0,0,3,1,6.0,15,75
Student,Certification,Monthly,Yes,75.4,0,93.3,4,-1,11,2,1,54.6,92.0,4,1,3,5,1,66.0,15,75
Career Switcher,Get a Job,Annual,No,100.0,1,93.1,10,-1,13,3,0,84.4,91.6,4,0,1,5,0,,10,50
Student,Certification,Annual,No,50.1,3,49.0,4,1,4,0,2,30.0,30.2,14,0,1,3,0,,10,150
Career Switcher,Get a Job,Annual,No,65.7,1,55.0,12,1,4,3,6,91.4,37.8,0,0,0,4,0,,10,10
Working Professional,Certification,Annual,No,32.1,12,12.1,11,1,0,1,3,31.1,2.9,9,0,0,2,0,,10,100
Career Switcher,Get a Job,Monthly,Yes,65.5,0,31.8,7,0,6,1,0,41.3,12.5,1,0,0,3,1,88.0,15,30
Student,Certification,Annual,No,79.6,0,83.0,12,-1,5,0,0,27.1,80.2,17,1,4,4,1,55.0,10,180
Student,Hobby,Annual,Yes,80.8,0,83.1,6,1,10,3,3,100.0,80.4,3,0,0,5,0,,10,40
Working Professional,Get a Job,Annual,No,71.2,1,48.3,1,1,4,3,3,69.1,29.3,3,2,0,2,0,,10,40
Career Switcher,Get a Job,Monthly,No,83.3,0,61.3,2,0,2,1,1,36.3,46.9,9,0,1,4,0,,15,150
Working Professional,Get a Job,Monthly,No,100.0,1,86.9,2,0,5,1,0,41.1,85.3,10,0,2,5,0,,15,165
Student,Hobby,Annual,No,95.7,1,74.6,0,-1,10,3,0,63.8,67.1,8,0,0,5,0,,10,90
Working Professional,Certification,Monthly,Yes,62.2,2,40.0,12,-1,4,2,0,51.4,19.8,3,1,1,3,1,7.0,15,60
Working Professional,Certification,Annual,No,48.2,4,44.1,4,1,6,2,2,79.9,24.2,7,0,0,4,0,,10,80
Working Professional,Get a Job,Annual,No,63.9,3,35.5,0,-1,2,2,1,68.4,15.6,0,0,0,3,0,,10,10
Working Professional,Certification,Annual,Yes,55.8,4,66.2,17,-1,6,1,1,33.0,53.7,24,0,5,2,1,58.0,10,250
Career Switcher,Certification,Annual,No,76.8,0,57.5,11,-1,4,1,0,22.8,40.6,4,0,0,3,0,,10,50
Working Professional,Certification,Annual,No,52.3,2,26.3,6,0,0,1,2,53.8,9.0,2,0,1,3,0,,10,30
Student,Certification,Monthly,Yes,68.9,4,64.7,2,-1,5,0,0,34.8,51.8,15,1,2,4,1,32.0,15,240
Working Professional,Get a Job,Annual,No,82.6,4,75.0,1,0,9,4,2,100.0,67.8,3,1,0,4,0,,10,40
Student,Get a Job,Annual,No,68.5,6,31.6,6,1,6,2,7,58.7,12.4,24,1,0,4,0,,10,250
Working Professional,Get a Job,Annual,No,55.8,3,74.0,21,-1,8,2,0,68.6,65.9,9,0,0,4,0,,10,100
Working Professional,Certification,Monthly,Yes,87.6,0,85.6,2,1,9,1,2,69.0,83.7,8,1,0,3,0,,15,135
Student,Get a Job,Monthly,No,41.8,7,0.0,8,1,0,0,4,25.3,0.4,1,4,0,3,1,26.0,15,30
Student,Get a Job,Annual,Yes,65.1,2,74.2,32,-1,11,2,0,51.8,66.4,7,1,0,4,0,,10,80
Student,Certification,Monthly,No,69.4,2,33.7,10,-1,3,4,0,100.0,14.0,1,0,1,2,1,73.0,15,30
Career Switcher,Certification,Annual,No,70.2,4,20.8,5,-1,3,1,0,54.9,6.3,12,1,1,3,0,,10,130
Career Switcher,Get a Job,Annual,No,72.7,1,38.6,12,0,5,0,3,0.0,18.6,1,0,0,3,0,,10,20
Student,Hobby,Monthly,No,79.2,0,79.4,17,-1,6,0,0,46.6,75.3,3,1,0,4,1,37.0,15,60
Career Switcher,Certification,Annual,No,69.5,3,56.5,8,-1,3,0,0,33.4,39.5,5,0,1,3,0,,10,60
Working Professional,Get a Job,Monthly,No,64.5,6,22.3,20,0,0,0,0,8.8,7.0,13,0,0,2,1,10.0,15,210
Student,Certification,Annual,No,63.9,1,26.7,7,1,0,1,1,41.9,9.3,8,1,0,3,0,,10,90
Student,Get a Job,Annual,Yes,60.8,3,39.8,17,-1,5,2,0,67.0,19.7,11,0,0,3,0,,10,120
Working Professional,Certification,Annual,No,81.8,0,69.5,30,0,1,0,2,40.6,59.0,2,0,0,5,0,,10,30
Working Professional,Certification,Monthly,Yes,60.3,4,70.2,6,0,9,1,1,36.2,60.6,2,1,0,4,0,,15,45
Working Professional,Hobby,Annual,Yes,82.7,2,73.8,9,0,11,1,2,42.0,65.5,3,0,0,4,0,,10,40
Student,Get a Job,Annual,No,70.3,0,69.9,9,-1,6,3,1,79.2,59.8,0,0,1,4,0,,10,10
Student,Get a Job,Annual,No,62.2,1,76.9,15,-1,9,3,0,83.3,71.1,14,1,5,3,0,,10,150
Working Professional,Hobby,Monthly,No,79.3,1,88.3,17,-1,12,6,0,100.0,86.9,3,0,2,4,0,,15,60
Student,Get a Job,Annual,Yes,59.1,0,0.0,0,1,1,1,0,47.0,0.4,0,0,0,2,0,,10,10
Student,Certification,Annual,Yes,79.6,1,75.4,13,-1,5,1,0,41.8,68.4,16,0,3,4,0,,10,170
Student,Certification,Annual,No,73.2,7,51.7,15,-1,7,3,0,91.5,33.6,24,0,0,3,0,,10,250
Career Switcher,Certification,Monthly,Yes,61.1,3,53.9,12,-1,3,0,1,36.6,36.1,8,0,1,4,0,,15,135
Career Switcher,Hobby,Monthly,No,77.9,3,48.8,12,-1,1,0,0,42.0,29.7,3,1,1,4,1,87.0,15,60
Working Professional,Hobby,Monthly,Yes,78.2,1,68.5,0,0,5,0,0,68.0,57.3,4,0,0,4,0,,15,75
Career Switcher,Get a Job,Annual,No,87.4,0,59.6,5,-1,2,0,0,13.3,44.2,2,0,3,2,1,48.0,10,30
Student,Hobby,Monthly,Yes,84.5,0,66.1,17,-1,5,2,0,58.0,53.4,9,0,1,4,0,,15,150
Working Professional,Certification,Monthly,Yes,77.4,0,76.1,27,1,14,1,6,57.5,69.8,3,0,0,4,0,,15,60
Student,Certification,Annual,No,53.1,8,40.2,2,1,2,0,6,11.5,20.1,0,0,0,2,1,21.0,10,10
Working Professional,Get a Job,Monthly,Yes,100.0,2,67.2,8,1,3,1,5,32.8,55.2,0,0,0,4,0,,15,15
Career Switcher,Get a Job,Annual,No,48.9,8,22.0,16,-1,1,0,2,12.6,6.9,7,0,4,2,1,5.0,10,80
Working Professional,Hobby,Monthly,No,84.2,1,72.6,13,-1,11,2,0,70.8,63.8,2,0,1,3,0,,15,45
Working Professional,Hobby,Monthly,No,76.5,0,83.0,9,0,15,2,3,63.6,80.3,1,0,0,4,0,,15,30
Working Professional,Certification,Monthly,No,52.4,5,46.6,0,1,0,0,2,10.7,27.2,6,2,0,3,1,27.0,15,105
Student,Get a Job,Monthly,Yes,68.1,2,23.6,12,0,1,0,4,1.2,7.6,2,0,0,3,0,,15,45
Career Switcher,Get a Job,Annual,Yes,68.8,4,34.4,14,-1,6,2,1,55.7,14.5,0,0,1,3,0,,10,10
Working Professional,Certification,Annual,No,89.6,0,75.1,12,-1,8,1,0,48.6,68.0,1,0,2,4,0,,10,20
Working Professional,Certification,Monthly,No,59.3,2,46.0,14,-1,1,0,1,10.5,26.6,12,0,1,3,1,60.0,15,195
Working Professional,Certification,Monthly,No,66.1,3,26.7,5,0,1,0,3,51.1,9.3,15,0,0,3,0,,15,240
Working Professional,Get a Job,Annual,No,35.0,12,35.1,50,-1,5,3,3,88.1,15.2,16,1,0,3,1,5.0,10,170
Student,Certification,Annual,No,96.0,0,84.7,14,-1,5,4,0,94.3,82.4,6,1,1,4,0,,10,70
Working Professional,Certification,Annual,Yes,53.9,5,43.0,8,1,4,0,4,27.4,22.8,24,0,0,2,0,,10,250
Student,Hobby,Monthly,No,74.9,3,51.7,27,0,3,2,4,38.4,33.7,1,0,0,3,0,,15,30
Working Professional,Certification,Annual,No,68.5,1,33.6,23,0,3,2,2,61.4,13.9,9,0,2,3,0,,10,100
Career Switcher,Get a Job,Annual,No,68.5,2,72.1,16,0,8,2,1,67.5,63.1,9,1,0,4,0,,10,100
Career Switcher,Get a Job,Monthly,No,82.1,0,100.0,8,-1,10,1,0,33.5,98.2,0,0,2,4,0,,15,15
Working Professional,Get a Job,Annual,Yes,95.1,0,70.3,7,1,4,3,1,95.7,60.7,2,0,0,5,0,,10,30
Working Professional,Hobby,Annual,Yes,73.8,4,79.5,3,0,4,3,2,69.1,75.4,23,1,0,5,0,,10,240
Student,Certification,Annual,No,79.8,3,67.1,2,1,4,2,3,70.4,55.1,11,0,0,4,0,,10,120
Working Professional,Certification,Annual,No,74.9,3,44.4,7,0,5,3,3,73.3,24.4,0,1,0,3,0,,10,10
Student,Certification,Annual,No,85.3,2,100.0,8,0,5,2,0,65.7,98.2,6,0,1,4,0,,10,70
Working Professional,Certification,Monthly,Yes,63.1,2,52.6,2,-1,2,2,0,73.0,34.5,8,0,2,2,1,70.0,15,135
Student,Certification,Annual,Yes,86.1,1,90.3,25,-1,6,0,2,13.8,88.8,24,0,4,3,0,,10,250
Student,Certification,Annual,No,86.7,1,76.0,8,1,5,0,1,39.7,69.4,10,0,0,5,0,,10,110
Working Professional,Certification,Monthly,Yes,86.2,1,53.0,7,1,4,0,4,45.8,34.9,8,0,0,4,0,,15,135
Student,Get a Job,Annual,No,60.1,4,100.0,5,1,13,2,3,81.9,98.2,19,0,0,5,0,,10,200
Working Professional,Get a Job,Annual,No,67.5,3,50.7,0,1,3,0,3,10.7,32.4,8,0,0,4,0,,10,90
Student,Certification,Monthly,No,73.6,0,58.1,21,-1,2,0,0,0.0,41.8,21,0,0,4,1,50.0,15,330
Student,Get a Job,Annual,No,49.4,5,14.0,3,0,0,0,0,0.0,3.4,5,0,0,3,0,,10,60
Working Professional,Certification,Monthly,No,93.9,0,91.7,10,0,9,1,4,31.7,90.3,10,0,1,5,0,,15,165
Student,Hobby,Monthly,Yes,69.8,3,69.1,9,0,1,1,3,69.2,58.4,7,0,2,3,1,60.0,15,120
Student,Hobby,Monthly,Yes,74.3,3,23.9,8,0,2,0,1,73.0,7.8,6,0,1,3,1,259.0,15,105
Working Professional,Certification,Annual,Yes,61.3,4,58.4,7,1,3,0,5,23.9,42.2,3,0,0,4,0,,10,40
Student,Certification,Annual,No,50.1,3,72.5,2,0,4,0,0,30.8,63.7,18,0,0,4,0,,10,190
Career Switcher,Get a Job,Annual,No,60.9,5,79.0,3,0,11,3,3,59.2,74.5,2,1,2,4,0,,10,30
Student,Certification,Annual,Yes,73.3,1,67.9,7,1,2,1,1,54.8,56.2,1,0,0,5,0,,10,20
Student,Hobby,Annual,Yes,80.1,0,91.0,15,0,10,2,4,62.0,89.5,9,0,1,4,0,,10,100
Working Professional,Certification,Monthly,No,72.4,2,44.2,5,1,4,1,5,41.2,24.3,6,1,1,3,0,,15,105
Student,Certification,Monthly,Yes,75.2,0,61.6,2,1,6,2,3,45.5,47.3,2,0,1,3,0,,15,45
Student,Hobby,Annual,No,64.9,4,48.8,0,0,3,1,2,44.7,29.8,16,0,0,2,0,,10,170
Working Professional,Hobby,Annual,Yes,77.4,0,61.2,10,-1,5,2,1,39.8,46.8,2,0,2,4,0,,10,30
Student,Get a Job,Monthly,Yes,92.2,0,68.9,5,-1,5,1,0,26.4,58.0,0,2,0,4,0,,15,15
Career Switcher,Get a Job,Monthly,No,80.6,1,68.7,1,1,3,1,5,22.3,57.6,0,0,0,4,0,,15,15
Student,Get a Job,Monthly,Yes,82.1,1,65.9,11,-1,7,1,0,24.8,53.1,20,0,0,4,0,,15,315
Working Professional,Get a Job,Annual,No,74.4,7,65.6,2,1,3,2,3,48.4,52.8,4,0,0,4,0,,10,50
Career Switcher,Certification,Monthly,Yes,47.5,7,9.8,7,1,1,2,4,68.7,2.4,1,0,0,2,1,5.0,15,30
Working Professional,Certification,Annual,Yes,54.3,6,91.7,3,1,13,3,6,57.8,90.4,6,0,0,5,0,,10,70
Career Switcher,Certification,Annual,Yes,76.8,0,94.8,26,-1,9,2,1,59.2,93.1,5,0,2,4,0,,10,60
Working Professional,Get a Job,Monthly,Yes,69.8,2,78.8,2,0,10,2,2,49.1,74.1,24,0,0,4,0,,15,375
Career Switcher,Certification,Annual,Yes,76.6,1,69.7,5,1,3,1,5,29.2,59.4,17,0,0,4,0,,10,180
Student,Certification,Monthly,No,95.1,1,83.0,32,-1,11,3,1,58.6,80.3,2,1,1,4,1,51.0,15,45
Working Professional,Certification,Annual,No,80.9,3,64.4,3,1,4,0,1,44.7,51.2,9,1,0,4,0,,10,100
Working Professional,Certification,Monthly,Yes,88.9,2,83.3,10,1,6,1,3,42.3,80.7,3,0,0,5,0,,15,60
Working Professional,Get a Job,Annual,No,71.4,3,19.6,3,0,2,0,0,2.5,5.8,3,1,1,3,0,,10,40
Working Professional,Certification,Annual,No,57.9,5,76.2,1,0,10,1,1,29.9,70.1,3,0,0,5,0,,10,40
Working Professional,Certification,Monthly,No,69.1,4,42.1,9,0,2,0,1,9.8,21.8,8,0,1,3,0,,15,135
Student,Get a Job,Monthly,No,57.9,4,61.1,24,-1,1,0,0,2.8,46.5,6,0,2,3,1,5.0,15,105
Student,Get a Job,Annual,No,93.4,0,87.3,6,0,5,0,1,0.0,85.8,11,0,0,5,0,,10,120
Working Professional,Get a Job,Monthly,Yes,81.9,2,71.7,9,0,8,2,1,55.7,62.6,1,0,0,4,0,,15,30
Working Professional,Get a Job,Annual,No,77.8,1,68.0,9,1,3,1,2,27.9,56.4,4,0,1,3,0,,10,50
Career Switcher,Get a Job,Annual,No,88.5,2,78.2,5,0,18,4,2,100.0,73.0,15,0,2,3,0,,10,160
Working Professional,Certification,Monthly,No,39.7,6,37.0,9,1,5,1,3,63.6,17.2,0,0,0,3,0,,15,15
Career Switcher,Get a Job,Annual,No,78.8,2,77.8,3,1,7,3,3,82.6,72.4,7,2,1,4,0,,10,80
Working Professional,Get a Job,Annual,No,50.3,0,67.1,4,1,3,0,1,8.2,55.0,12,0,0,4,0,,10,130
Student,Certification,Annual,No,69.9,4,70.9,5,-1,10,2,0,79.2,61.5,3,1,1,3,0,,10,40
Student,Hobby,Monthly,No,65.3,7,51.2,19,-1,6,0,0,19.6,33.2,17,1,1,4,1,5.0,15,270
Working Professional,Certification,Monthly,Yes,79.9,1,78.3,4,0,11,2,2,52.7,73.2,10,0,0,4,0,,15,165
Working Professional,Certification,Monthly,No,73.4,0,57.8,10,-1,4,1,0,21.8,41.3,7,0,3,2,1,5.0,15,120
Student,Certification,Annual,Yes,90.2,0,97.1,2,0,4,1,1,46.1,94.9,1,0,2,5,0,,10,20
Working Professional,Certification,Monthly,Yes,61.0,3,48.1,2,1,6,1,7,54.1,29.1,8,0,0,3,0,,15,135
Career Switcher,Get a Job,Annual,No,80.6,1,97.1,10,0,9,3,1,60.8,94.8,14,1,2,4,0,,10,150
Working Professional,Certification,Monthly,Yes,72.4,2,60.1,14,1,3,2,2,72.9,44.9,10,0,0,3,0,,15,165
Working Professional,Certification,Annual,Yes,45.5,6,14.0,6,1,2,0,3,34.7,3.4,6,0,0,2,1,292.0,10,70
Working Professional,Certification,Monthly,No,56.2,4,54.2,4,-1,3,0,1,30.5,36.3,10,0,0,4,0,,15,165
Student,Certification,Monthly,Yes,67.8,5,32.6,24,-1,1,0,1,11.4,13.1,24,0,1,2,1,47.0,15,375
Working Professional,Certification,Monthly,Yes,86.7,0,59.8,1,1,2,0,2,41.6,44.5,0,0,1,3,0,,15,15
Working Professional,Certification,Monthly,Yes,77.0,2,89.1,12,0,14,2,1,85.2,87.7,8,1,1,4,0,,15,135
